File,Run,Module,Name,
../simulations/results//Exponential-7-S8-X30-k6-t0.5.sca,Exponential-677-20161215-09:11:32-10134,.,X,30
../simulations/results//Exponential-7-S8-X30-k6-t0.5.sca,Exponential-677-20161215-09:11:32-10134,.,k,6
../simulations/results//Exponential-7-S8-X30-k6-t0.5.sca,Exponential-677-20161215-09:11:32-10134,.,switchTime,8
../simulations/results//Exponential-7-S8-X30-k6-t0.5.sca,Exponential-677-20161215-09:11:32-10134,.,t,0.5
../simulations/results//Exponential-7-S8-X30-k6-t0.5.sca,Exponential-677-20161215-09:11:32-10134,AerocomSystem.controlTower,responseTime:mean,6.99585
