File,Run,Module,Name,
../simulations/results//Exponential-5-S10-X10-k1-t50.sca,Exponential-515-20161215-08:53:45-7953,.,X,10
../simulations/results//Exponential-5-S10-X10-k1-t50.sca,Exponential-515-20161215-08:53:45-7953,.,k,1
../simulations/results//Exponential-5-S10-X10-k1-t50.sca,Exponential-515-20161215-08:53:45-7953,.,switchTime,10
../simulations/results//Exponential-5-S10-X10-k1-t50.sca,Exponential-515-20161215-08:53:45-7953,.,t,50
../simulations/results//Exponential-5-S10-X10-k1-t50.sca,Exponential-515-20161215-08:53:45-7953,AerocomSystem.controlTower,responseTime:mean,24.092
