File,Run,Module,Name,
../simulations/results//Exponential-2-S10-X10-k1-t0.5.sca,Exponential-152-20161215-08:18:56-3152,.,X,10
../simulations/results//Exponential-2-S10-X10-k1-t0.5.sca,Exponential-152-20161215-08:18:56-3152,.,k,1
../simulations/results//Exponential-2-S10-X10-k1-t0.5.sca,Exponential-152-20161215-08:18:56-3152,.,switchTime,10
../simulations/results//Exponential-2-S10-X10-k1-t0.5.sca,Exponential-152-20161215-08:18:56-3152,.,t,0.5
../simulations/results//Exponential-2-S10-X10-k1-t0.5.sca,Exponential-152-20161215-08:18:56-3152,AerocomSystem.controlTower,responseTime:mean,389.236
