File,Run,Module,Name,
../simulations/results//Exponential-6-S6-X30-k1-t6.sca,Exponential-286-20161215-08:33:39-4927,.,X,30
../simulations/results//Exponential-6-S6-X30-k1-t6.sca,Exponential-286-20161215-08:33:39-4927,.,k,1
../simulations/results//Exponential-6-S6-X30-k1-t6.sca,Exponential-286-20161215-08:33:39-4927,.,switchTime,6
../simulations/results//Exponential-6-S6-X30-k1-t6.sca,Exponential-286-20161215-08:33:39-4927,.,t,6
../simulations/results//Exponential-6-S6-X30-k1-t6.sca,Exponential-286-20161215-08:33:39-4927,AerocomSystem.controlTower,responseTime:mean,59.6056
