File,Run,Module,Name,
../simulations/results//Exponential-3-S2-X10-k6-t0.5.sca,Exponential-573-20161215-08:59:48-8737,.,X,10
../simulations/results//Exponential-3-S2-X10-k6-t0.5.sca,Exponential-573-20161215-08:59:48-8737,.,k,6
../simulations/results//Exponential-3-S2-X10-k6-t0.5.sca,Exponential-573-20161215-08:59:48-8737,.,switchTime,2
../simulations/results//Exponential-3-S2-X10-k6-t0.5.sca,Exponential-573-20161215-08:59:48-8737,.,t,0.5
../simulations/results//Exponential-3-S2-X10-k6-t0.5.sca,Exponential-573-20161215-08:59:48-8737,AerocomSystem.controlTower,responseTime:mean,2.52618
