File,Run,Module,Name,
../simulations/results//Exponential-0-S8-X30-k6-t6.sca,Exponential-850-20161215-09:19:54-12552,.,X,30
../simulations/results//Exponential-0-S8-X30-k6-t6.sca,Exponential-850-20161215-09:19:54-12552,.,k,6
../simulations/results//Exponential-0-S8-X30-k6-t6.sca,Exponential-850-20161215-09:19:54-12552,.,switchTime,8
../simulations/results//Exponential-0-S8-X30-k6-t6.sca,Exponential-850-20161215-09:19:54-12552,.,t,6
../simulations/results//Exponential-0-S8-X30-k6-t6.sca,Exponential-850-20161215-09:19:54-12552,AerocomSystem.controlTower,responseTime:mean,4.069
