File,Run,Module,Name,
../simulations/results//Exponential-9-S4-X50-k6-t0.5.sca,Exponential-629-20161215-09:06:03-9482,.,X,50
../simulations/results//Exponential-9-S4-X50-k6-t0.5.sca,Exponential-629-20161215-09:06:03-9482,.,k,6
../simulations/results//Exponential-9-S4-X50-k6-t0.5.sca,Exponential-629-20161215-09:06:03-9482,.,switchTime,4
../simulations/results//Exponential-9-S4-X50-k6-t0.5.sca,Exponential-629-20161215-09:06:03-9482,.,t,0.5
../simulations/results//Exponential-9-S4-X50-k6-t0.5.sca,Exponential-629-20161215-09:06:03-9482,AerocomSystem.controlTower,responseTime:mean,2.61834
