File,Run,Module,Name,
../simulations/results//Exponential-9-S6-X10-k6-t6.sca,Exponential-819-20161215-09:19:04-12163,.,X,10
../simulations/results//Exponential-9-S6-X10-k6-t6.sca,Exponential-819-20161215-09:19:04-12163,.,k,6
../simulations/results//Exponential-9-S6-X10-k6-t6.sca,Exponential-819-20161215-09:19:04-12163,.,switchTime,6
../simulations/results//Exponential-9-S6-X10-k6-t6.sca,Exponential-819-20161215-09:19:04-12163,.,t,6
../simulations/results//Exponential-9-S6-X10-k6-t6.sca,Exponential-819-20161215-09:19:04-12163,AerocomSystem.controlTower,responseTime:mean,4.35027
