X,AerocomSystem.airCraft[49].router/queueLength:vector
1.001315238538,1
1.238388815577,2
2.304143031457,3
2.464209346986,2
2.583785561089,3
3.259163380196,4
3.738734254516,5
3.746300707923,6
4.065709213332,7
4.208684466159,8
4.31036118147,9
4.338069586576,10
4.816529762583,9
5.592270511691,10
5.938428445313,11
6.155454349922,12
6.76471850817,13
7.099018356126,14
7.44859749413,15
8.175266446275,16
8.445683659328,15
8.804143029786,16
8.827079450807,17
9.751201032979,18
10.174019141938,19
10.373179108336,20
10.560900256348,21
11.121097666024,22
11.272958344321,23
11.373768204625,24
11.387262620534,25
11.446046857001,26
11.906452775404,27
12.744657800385,28
12.949147730609,29
13.83938189738,30
14.677164651049,31
14.800178982493,32
14.973045846089,33
15.916786823376,34
16.439293335645,35
16.755475406718,36
17.244120383643,37
17.27418791043,38
17.289983336168,39
17.788407373685,40
18.138502851689,41
18.320026762791,42
18.674919166245,41
19.906740217413,42
21.721807661468,43
21.90393682921,44
22.222133545704,45
22.257694474308,44
22.470183437485,45
23.388864427818,46
23.483404423939,47
23.714664822975,48
23.772909659957,49
23.8278729665,50
23.839134598433,51
24.284929614323,52
24.538538797418,53
25.14062650817,54
25.173799678991,55
25.335169316677,56
25.490879981913,57
25.840033297269,58
26.047188496821,59
26.501459567945,60
28.302266751165,61
30.030239992472,62
30.076264021721,63
30.276632364833,64
31.096542092444,65
32.592874457834,66
32.62731954071,67
32.780376463329,66
32.827644566238,67
33.1676120125,68
33.575993488161,69
33.978645974556,70
34.115959867691,71
35.137056502318,72
35.261668147535,73
36.202379104569,74
36.341571184314,75
36.40611542051,76
36.55075922086,77
36.81089814093,78
37.650007785278,79
37.892046431997,80
38.357722737234,79
38.823604828576,80
39.375350393665,81
40.508380497757,82
40.564061225289,83
40.696689725633,84
41.191069266719,85
41.317641990413,86
41.499951599412,87
41.67900954917,88
42.026203095059,89
42.785991184957,90
42.95975461262,91
43.489341833591,92
43.738922048849,93
44.112951730281,94
45.37552596658,95
45.583315230094,94
45.906961605617,95
46.323499297596,96
47.006419529761,97
47.84625122976,96
47.992552488693,97
48.249087365336,98
48.690550910171,99
48.708934732244,100
48.807976883032,101
49.565431805897,102
49.600712815522,103
50.053718374414,104
50.272575291779,105
50.668158835167,106
52.433960062393,107
52.616026836668,108
53.396412977006,109
53.431102698241,110
53.531346757349,111
53.811335280839,110
55.074620785703,111
55.797708656336,112
56.020552093443,113
56.03848552607,114
56.18732363851,115
56.836896780245,116
57.272659765741,117
58.563003894461,118
58.642357389133,119
59.065881012267,120
59.28366451455,119
59.594653974133,120
60.78164348048,121
61.879311513154,122
61.912694931961,123
62.104532211146,124
62.179671907077,125
62.255647894793,126
62.546174660969,125
62.784453176458,126
63.30372509444,127
65.452662375957,128
65.464952914091,129
66.317307509218,130
66.576777129244,131
66.913010758681,132
67.801415722026,131
67.811605831974,132
67.967598390647,133
68.478257629812,134
69.11059516955,135
69.825049496838,136
69.905537165952,137
70.320031122951,138
70.438182115049,139
70.500335852128,140
70.573675458075,141
70.787492319001,140
70.802828460803,141
70.892691709737,142
71.705086731007,143
71.736857855933,144
72.081577341778,145
72.178918693857,146
72.303518428169,147
72.355375334901,148
73.534044037821,149
75.183701689705,150
75.808291206586,151
76.400317915772,150
77.457414298672,151
77.607574210516,152
78.552939880464,153
78.629605856828,154
78.752609334854,153
78.849215596854,154
79.430799841949,155
79.637641585239,156
80.286086084381,157
80.29753348899,158
80.320188625741,159
80.448673054514,160
81.181846844786,159
81.626050375085,160
83.363060570543,161
83.725864413137,162
83.759360503798,163
83.803428868654,164
83.896676520301,165
84.408338295625,166
84.919214021093,167
85.218843369293,168
85.382988182687,169
85.932665490447,168
87.524716413337,169
88.140451787373,170
88.419090917648,171
89.64134932945,172
89.893439673144,173
90.302627250044,174
91.116811511996,175
91.287548559705,176
91.845170641413,175
91.899405671191,176
92.104857301555,177
92.782589617132,178
92.983068315822,179
92.998638609846,180
93.713825481556,181
94.316551474022,182
94.574506411625,183
94.781693151798,184
94.84390483847,185
95.405673258506,186
95.521453652378,187
95.692375213727,188
97.118684822828,187
97.954146796398,188
98.089666436666,189
98.288693518062,190
99.190773998783,191
99.227933305324,190
100.174638947309,191
100.451102887742,192
100.692139021236,193
101.599018042676,194
101.897861928051,195
102.746114717148,194
103.047333246749,195
104.039083576514,196
104.109062436876,197
105.15955709382,196
106.430828041449,197
107.239561457298,198
107.256061027518,199
108.017980789542,200
108.060964149921,201
108.46271351089,200
110.143283788708,201
110.144164624959,202
110.893243997709,201
112.486659167978,202
112.757354691467,203
113.298197697853,202
113.975182197009,203
114.346994814867,204
114.377202903598,205
114.738083996355,206
115.293220277703,207
116.291455489637,208
116.683246525297,209
116.844919379262,210
117.122645376907,209
118.07279006362,210
118.339679788324,211
118.476594385829,212
118.708012612656,213
118.818244209075,214
119.011519734162,215
119.553053375983,216
120.143421745962,217
120.951172719445,218
121.142926518932,219
121.271881460292,220
121.670613456089,221
121.788131315072,222
121.836553270197,223
122.606270064549,224
122.876630433063,225
124.071832715132,226
124.552455558566,227
125.695867335049,228
125.989499954615,229
126.32054885828,230
126.803513811776,231
127.493107994256,232
127.733640862039,233
127.843989090395,234
127.928606119378,235
128.06333483249,234
128.268680617161,235
129.024506866943,236
129.364654797459,237
129.903333476411,238
130.243958038059,239
130.72061456775,238
130.9344571576,239
131.266687074864,240
132.042597939508,241
132.921120721099,242
132.929245113294,243
133.323965962656,244
133.582437938625,245
133.667630883966,246
134.720709782227,247
134.899767612237,248
135.8852057361,247
136.30416532323,248
136.675707258555,249
136.961958910775,250
137.306951029936,251
137.97877116417,250
138.10067403785,251
138.224824105623,252
138.331898931687,253
139.056881712133,254
139.574573880947,255
140.147181649749,256
140.296521031283,257
140.842401350289,258
140.936923174891,259
142.517335563057,260
142.565877562136,261
142.66260360806,262
142.803241039933,261
143.914586741673,262
145.674100738157,263
145.988807964125,264
146.326564619028,265
147.199859200013,266
147.545282579796,267
148.387575736855,266
148.76173167773,267
150.183909492029,268
150.483771304524,269
151.308015366723,268
152.057108940393,269
152.186241250871,270
152.194534410028,271
152.669686028925,272
152.987556395006,273
153.04701352882,274
154.221865916282,275
154.421678480522,276
154.889099254018,277
155.19187556856,278
155.871287662305,279
155.876517066652,280
156.319647340618,281
157.234066380546,282
157.486975867115,283
157.816243886014,284
157.985915790444,285
158.305817132237,286
158.554483887012,285
158.912906413794,286
159.516385151028,287
159.591539775288,288
159.746278788425,289
160.643377191108,290
162.072056555363,289
162.657391061675,290
162.684370264062,291
163.307521675839,292
163.518014473599,293
163.83058231612,294
164.029557280539,295
164.159765635989,296
165.148604921456,297
165.837634272763,298
165.988451959742,299
166.269788593542,298
166.743276621124,299
167.42568771746,300
168.114816259639,301
168.272544670681,302
169.025767339931,303
169.283564011247,304
170.218568571265,305
170.486425331996,306
170.536481100945,307
170.662573342015,308
170.66556723109,309
172.057326964285,308
174.825904490868,307
174.842828935965,308
175.509509909148,309
175.678255347254,310
175.774810785715,311
176.069526123864,312
176.075802455378,313
176.154271530129,314
177.449665126858,315
177.658709797133,316
179.063926601116,317
179.436257951738,318
179.778484375833,319
180.221073495509,320
180.956843079811,321
181.514341978456,322
182.189747905807,323
183.129369810972,324
183.424946076854,325
183.83191384133,324
184.091432470548,325
184.225374754489,326
184.520083406982,327
185.146473746963,328
185.339643244149,329
185.3446300179,330
185.468492354867,331
185.854764265681,332
186.628360859116,333
186.717329663327,332
186.817954675072,333
187.117547298019,334
188.001154225857,335
188.04271410558,336
188.662632730488,337
189.198267365504,338
189.362505777147,339
189.579823534801,340
190.208858010588,341
190.811193644367,342
191.046113014682,343
191.996828669066,344
192.3760272204,345
192.443983277173,346
192.83466518597,347
193.026700325374,348
193.567169970622,349
193.797545882731,350
194.144598154378,351
194.398684490931,352
194.55277742636,353
194.968385488447,354
197.68184425167,355
197.896506624232,354
198.069688189934,355
198.283284106389,356
198.580619458825,357
199.297987262315,358
199.792424032406,359
199.880639167171,360
200.424903562096,361
200.674960138851,360
201.447256142668,361
201.810036169084,362
203.350006260828,363
203.852822801079,364
204.046149532979,365
204.338931308124,366
204.38306237892,367
205.490507981402,368
205.637970982251,369
205.699712224738,370
205.919548798213,371
206.267507700513,372
207.04776753224,371
207.76662666491,372
208.223589624571,373
208.567898020941,374
208.604496097519,375
209.259150041636,376
209.367767827261,377
210.384606535522,378
210.752453290863,379
211.214907659337,380
212.034282221361,381
213.180735188065,382
213.533208134332,383
214.9728279393,384
215.734141403233,385
215.789256896577,386
216.418683449264,387
216.632880990028,388
217.379283740032,389
217.651553169606,390
217.765609184276,389
217.82933857326,390
219.423422186744,391
219.774749950974,392
219.801365530552,393
219.955635675919,394
220.605305359254,395
220.635381036217,396
220.70572664991,395
220.928789116466,396
221.130243950965,397
221.210659153016,398
221.6272771962,399
222.74149273464,400
223.521063821796,401
223.692718644975,402
224.460186403043,403
224.469765330049,404
224.525876340202,403
224.628749371853,404
225.644609335809,405
225.73093434729,406
227.109825097275,407
227.152887024921,408
227.155052286299,409
228.1632879472,410
229.741976601759,411
230.773355103469,412
230.849491336507,411
231.096067899074,412
231.33705381042,413
231.668814149961,414
231.784645884032,415
232.352931241991,416
232.981415207675,417
233.550840534198,418
233.853491038873,419
234.890630125721,420
235.102400138409,421
235.611578724853,422
235.639026590689,421
236.394735444477,422
236.398042695517,423
237.711907301834,424
237.776610686131,425
238.531753055878,426
238.713092202453,427
238.877040891459,428
239.043870822874,429
240.707859828255,430
240.994210340747,431
241.250281711368,432
241.43904470414,433
241.529836018681,434
241.552936010531,435
241.928896097685,436
241.966617277139,437
242.003206003123,436
243.12267752166,437
243.394491690511,438
243.651096334481,439
243.845064429207,440
244.049886969603,441
244.309806197717,442
244.514161852119,443
244.791859532302,444
244.897457685783,445
245.209019883011,446
245.385771223449,445
245.594084989239,446
245.972570833677,447
246.182297416437,448
246.532655817039,449
246.632778168967,450
246.881036571467,451
246.924605639252,452
248.08939336123,451
248.354293458467,452
248.941154762418,453
249.021887868602,454
249.497128936476,455
249.792308503728,456
251.242657007901,457
251.871136233776,458
252.235245446775,459
252.399711517982,460
252.658919244345,461
252.694634041746,462
252.758515368322,463
252.997483298046,464
253.431132057069,465
254.538938547465,466
255.704679226642,467
255.765440378321,468
256.994523530572,467
257.199982728948,468
257.490170653498,469
257.856904597189,470
259.212354233737,471
259.291830033927,470
260.549392638803,471
261.010813725025,472
261.327753579904,473
263.426949539327,472
264.576305764022,473
264.988859199847,474
265.052128478587,475
265.222071966398,476
265.35596514182,477
266.018847849994,478
266.37212510207,479
266.89925730146,480
267.141666756645,481
268.208337258655,482
