X,AerocomSystem.airCraft[9].router/queueLength:vector
0.134651978838,1
1.718381440064,2
2.305421671559,3
2.378776437715,4
3.140311285782,5
3.293096359339,6
3.699797833207,7
4.290553315523,8
4.76396846836,9
5.063682086885,10
5.209103419978,11
5.629762303761,12
5.772294095061,13
6.553508098809,14
6.560707300444,13
9.014974667388,12
9.104309611366,13
9.275622978747,14
9.363954516519,15
9.791016663134,16
10.639700916487,17
11.978791870945,16
12.483966867533,17
12.589084199388,18
12.711151110965,19
13.701280752638,20
14.012156027147,21
14.501687039794,22
14.772826284788,23
14.779877551756,24
14.90257922345,25
15.088812764966,26
15.323887401465,27
15.36149971614,28
15.463405796142,29
15.710614108754,30
16.402158867849,31
16.819125118346,32
17.056999643899,33
17.276215578219,34
18.120153748982,35
18.658596178811,36
18.849908437792,37
19.094749225549,36
19.185406083195,37
19.206585940288,38
19.412055487192,39
19.876638088767,40
21.316882061634,41
21.780901866814,42
21.920190649434,41
22.220095077928,42
22.695697445307,43
23.299098721539,44
24.277751873952,45
24.519408547622,46
25.241100681135,47
25.490691678695,48
26.17719809491,49
26.262199197994,50
26.645338912294,51
26.888076785134,52
27.08811790811,53
27.290035753012,54
27.751038286894,55
28.051719892397,56
29.15787405596,57
29.498310126579,58
29.595970693808,59
30.963833901422,60
32.069550888126,61
32.46712876022,62
32.598762005452,63
33.22451794282,64
33.825248774592,63
33.977735034898,64
34.233102789407,65
34.379573298342,66
34.661527483307,67
34.687759160395,68
35.950907335174,69
35.956735972135,70
36.179137101858,71
36.618504061022,72
36.944809982179,73
36.956697972638,74
37.334834272523,75
37.649967460956,76
38.473447178855,77
38.841535663244,78
39.043810160096,77
39.473662845229,78
39.49632455229,79
39.578216487387,80
40.582003995061,81
40.893359132043,82
41.235447876339,83
41.502317374353,84
41.633089608384,85
41.834246453004,86
42.023157517176,87
42.031108671759,88
42.842752851002,89
43.035736066334,90
43.328783572402,91
43.573772895241,92
43.584051081075,93
44.276084434375,94
44.670331393936,95
