X,AerocomSystem.airCraft[7].router/queueLength:vector
3.474557143668,1
3.648989580864,2
3.68987666723,3
3.76243530994,4
3.818119713627,5
4.029478748814,6
4.209472769222,5
4.486513235139,6
5.369108450631,7
5.790505937347,8
5.873339435523,9
6.569551630797,10
6.964458657251,11
7.269758922953,12
7.502436288024,13
7.664889800154,14
8.090985851055,15
8.255713660488,16
8.66062085146,17
10.681044867104,18
11.543693407677,17
11.912355398573,18
12.603363895811,19
12.999948713071,20
13.613665386401,21
14.173759602406,20
14.662918336701,21
14.837141134831,22
15.364264413602,23
16.498112629689,22
16.716905948843,23
18.203274140559,24
18.91858381847,25
19.105351182323,26
19.512399194086,27
19.575606753799,26
20.453352229473,27
20.83028332714,28
21.959548116866,29
22.568775708968,30
22.746846993035,31
23.181831719875,32
24.459391718396,33
24.65781993844,34
24.725565670735,35
25.141914085002,36
25.526935885458,37
26.129811537457,38
26.231219559669,37
26.619210025621,38
26.743371117613,39
26.889777982342,40
26.987824761671,41
28.872135987592,42
29.041303735565,43
29.201843368231,44
29.462346223431,43
31.090351744051,44
32.03953913854,45
32.895807265782,46
33.014759072572,47
33.727953627955,48
33.925832826277,49
34.315465949111,50
35.949098964903,51
36.449198571711,50
36.843772528413,51
37.667633959906,52
37.77527411928,53
38.287700082797,54
38.85752641024,53
39.710376503176,54
40.007388562915,55
40.388018671355,56
41.58182970149,57
41.687243957601,58
41.833548254562,59
41.994842780412,60
42.152294658499,61
44.418943837843,62
44.97200071863,63
46.272189229647,62
46.620666020671,63
47.128049652156,64
47.751751807475,65
48.246915991863,66
48.751208604312,67
48.846983291305,68
49.386994274757,69
49.499930067471,68
49.578223339941,69
49.978875415307,70
50.108352520235,71
50.575861024723,72
50.679634414213,73
50.710448275816,74
50.870494503667,75
51.540784782367,76
51.581131033133,77
51.795571844294,78
52.426885130402,79
53.882895913821,80
54.245652297144,81
54.38505538261,82
54.986220227141,83
55.09757053064,84
55.26011295878,83
55.399749678228,84
55.417601412756,85
55.419330756976,86
56.103149252346,87
56.531514159155,88
56.614129188604,89
56.869404060491,90
57.093952523412,91
57.383949776243,92
59.080734239382,93
59.933243499631,94
60.111100434453,95
60.280886287529,94
60.859614615462,95
61.204358386021,96
61.295782265619,97
61.778168918619,98
61.875166459309,99
62.120162138823,100
62.484562469366,101
63.153483185702,102
63.548875868355,103
63.60824254854,104
63.773532541637,105
63.860411741725,106
64.077463925158,107
64.296576386875,108
64.555981750485,109
64.721872656337,110
65.424136462146,111
65.494480399808,112
65.804740569754,113
66.321065027085,114
66.457172127323,115
67.945439788397,116
68.007868692188,117
68.494087019559,118
68.650910845588,119
68.772080186244,120
68.922289818827,121
69.63890116691,120
69.773497500755,121
70.034055780446,122
70.594371236302,123
70.711135947431,124
70.795667964362,125
71.636947428382,126
72.350032808668,127
72.395437581265,128
72.478030694125,129
72.750327992409,128
72.853826526641,129
73.583968521689,130
73.615784991914,131
73.918866172129,132
74.102556397315,133
74.928538545453,134
75.086511063784,135
75.711847810362,136
75.907817724238,137
75.953255839413,138
76.556732591675,139
76.991840023533,140
77.013565395238,141
77.133649273153,142
77.492315583883,143
78.47911837928,142
79.084608612155,143
79.565370515622,144
79.803906343737,145
80.190842827371,146
80.884548823993,147
81.305347867982,148
81.470818474281,147
81.504492068344,148
81.668450664362,149
83.330447246026,150
83.513271612301,151
83.837122073788,152
84.120780194726,153
84.219100609481,154
84.474471431073,155
84.681154392478,156
87.188941065886,157
87.508795494677,158
88.012955629498,157
88.899568781562,158
89.095686038494,159
90.138904461222,160
91.608444448418,161
91.661063874715,162
91.745964075461,163
92.751730365225,164
92.836878993393,165
93.133620075086,166
93.512594986994,165
94.118304637936,166
94.358782770803,167
94.829070154254,168
94.878100761624,169
94.939519622452,170
95.592163545957,171
96.748834575516,172
97.166340146672,173
97.651549539599,174
97.976555536997,175
98.27721159085,176
98.318473645847,177
98.499110113252,178
99.067040634474,179
100.021440933809,180
100.050761474473,181
100.073175203387,182
100.632005166631,183
100.843862094611,184
101.18597194666,185
101.591646036435,186
101.7426847787,187
101.949257294908,186
102.084539179331,187
102.847629316301,188
103.815745917051,189
104.074248769577,190
104.943846792811,189
104.964964763177,190
105.047883935439,191
105.647435076303,192
106.000214561899,193
106.797169571115,194
106.887058340707,195
106.887808779375,196
108.448243078471,197
109.000670827479,198
109.984416344748,199
110.482193327472,200
110.509600686775,201
110.798589169767,202
111.350508085313,203
112.148386599161,204
112.539584173495,205
112.897854557712,206
113.667185686622,207
