File,Run,Module,Name,
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,.,X,50
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,.,k,1
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,.,switchTime,6
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,.,t,6
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[0].fifo,queueLength:max,142
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[0].fifo,queueLength:mean,96.6826
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[0].router,numSwitch:sum,12
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[1].fifo,queueLength:max,139
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[1].fifo,queueLength:mean,69.3394
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[1].router,numSwitch:sum,15
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[2].fifo,queueLength:max,38
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[2].fifo,queueLength:mean,11.4828
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[2].router,numSwitch:sum,5
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[3].fifo,queueLength:max,142
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[3].fifo,queueLength:mean,46.5113
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[3].router,numSwitch:sum,8
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[4].fifo,queueLength:max,49
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[4].fifo,queueLength:mean,22.999
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[4].router,numSwitch:sum,5
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[5].fifo,queueLength:max,102
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[5].fifo,queueLength:mean,44.2467
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[5].router,numSwitch:sum,9
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[6].fifo,queueLength:max,73
../simulations/results//Exponential-8-S6-X50-k1-t6.sca,Exponential-298-20161215-08:34:53-5089,AerocomSystem.airCraft[6].fifo,queueLength:mean,21.6821
