File,Run,Module,Name,
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,.,X,50
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,.,k,1
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,.,switchTime,10
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,.,t,6
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[0].fifo,queueLength:max,262
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[0].fifo,queueLength:mean,149.312
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[0].router,numSwitch:sum,11
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[1].fifo,queueLength:max,207
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[1].fifo,queueLength:mean,95.3787
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[1].router,numSwitch:sum,16
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[2].fifo,queueLength:max,77
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[2].fifo,queueLength:mean,33.4276
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[2].router,numSwitch:sum,8
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[3].fifo,queueLength:max,167
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[3].fifo,queueLength:mean,62.9425
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[3].router,numSwitch:sum,8
../simulations/results//Exponential-8-S10-X50-k1-t6.sca,Exponential-358-20161215-08:40:07-5897,AerocomSystem.airCraft[4].fifo,queueLength:max,60
