File,Run,Module,Name,
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,.,X,30
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,.,k,6
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,.,switchTime,8
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,.,t,0.5
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[0].fifo,queueLength:max,7
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[0].fifo,queueLength:mean,1.68391
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[0].router,numSwitch:sum,38
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[1].fifo,queueLength:max,10
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[1].fifo,queueLength:mean,2.75688
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[1].router,numSwitch:sum,45
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[2].fifo,queueLength:max,5
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[2].fifo,queueLength:mean,1.26087
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[2].router,numSwitch:sum,43
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[3].fifo,queueLength:max,7
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[3].fifo,queueLength:mean,1.60227
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[3].router,numSwitch:sum,35
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[4].fifo,queueLength:max,6
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[4].fifo,queueLength:mean,1.45455
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[4].router,numSwitch:sum,34
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[5].fifo,queueLength:max,7
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[5].fifo,queueLength:mean,1.76168
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[5].router,numSwitch:sum,47
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[6].fifo,queueLength:max,7
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[6].fifo,queueLength:mean,1.81988
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[6].router,numSwitch:sum,38
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[7].fifo,queueLength:max,4
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[7].fifo,queueLength:mean,1.28351
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[7].router,numSwitch:sum,48
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[8].fifo,queueLength:max,6
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[8].fifo,queueLength:mean,1.53807
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[8].router,numSwitch:sum,43
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[9].fifo,queueLength:max,7
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[9].fifo,queueLength:mean,1.96392
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[9].router,numSwitch:sum,46
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[10].fifo,queueLength:max,5
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[10].fifo,queueLength:mean,1.7521
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[10].router,numSwitch:sum,46
../simulations/results//Exponential-9-S8-X30-k6-t0.5.sca,Exponential-679-20161215-09:11:33-10156,AerocomSystem.airCraft[11].fifo,queueLength:max,7
