File,Run,Module,Name,
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,.,X,10
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,.,k,1
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,.,switchTime,2
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,.,t,6
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[0].fifo,queueLength:max,27
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[0].fifo,queueLength:mean,7.87548
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[0].router,numSwitch:sum,73
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[1].fifo,queueLength:max,26
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[1].fifo,queueLength:mean,7.90084
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[1].router,numSwitch:sum,61
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[2].fifo,queueLength:max,21
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[2].fifo,queueLength:mean,5.82195
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[2].router,numSwitch:sum,71
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[3].fifo,queueLength:max,37
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[3].fifo,queueLength:mean,9.58638
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[3].router,numSwitch:sum,65
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[4].fifo,queueLength:max,20
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[4].fifo,queueLength:mean,5.32529
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[4].router,numSwitch:sum,58
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[5].fifo,queueLength:max,30
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[5].fifo,queueLength:mean,6.97573
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[5].router,numSwitch:sum,50
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[6].fifo,queueLength:max,40
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[6].fifo,queueLength:mean,10.1888
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[6].router,numSwitch:sum,57
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[7].fifo,queueLength:max,57
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[7].fifo,queueLength:mean,15.8259
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[7].router,numSwitch:sum,58
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[8].fifo,queueLength:max,22
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[8].fifo,queueLength:mean,7.21138
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[8].router,numSwitch:sum,71
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[9].fifo,queueLength:max,34
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[9].fifo,queueLength:mean,11.0978
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[9].router,numSwitch:sum,63
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[10].fifo,queueLength:max,27
../simulations/results//Exponential-8-S2-X10-k1-t6.sca,Exponential-218-20161215-08:26:40-4015,AerocomSystem.airCraft[10].fifo,queueLength:mean,7.10775
