File,Run,Module,Name,
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,.,X,10
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,.,k,1
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,.,switchTime,2
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,.,t,6
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[0].fifo,queueLength:max,33
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[0].fifo,queueLength:mean,5.60361
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[0].router,numSwitch:sum,57
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[1].fifo,queueLength:max,53
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[1].fifo,queueLength:mean,16.6265
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[1].router,numSwitch:sum,71
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[2].fifo,queueLength:max,35
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[2].fifo,queueLength:mean,11.039
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[2].router,numSwitch:sum,72
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[3].fifo,queueLength:max,22
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[3].fifo,queueLength:mean,5.30493
../simulations/results//Exponential-3-S2-X10-k1-t6.sca,Exponential-213-20161215-08:26:14-3949,AerocomSystem.airCraft[3].router,numSwitch:sum,63
