File,Run,Module,Name,
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,.,X,50
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,.,k,1
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,.,switchTime,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,.,t,6
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[0].fifo,queueLength:max,201
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[0].fifo,queueLength:mean,83.3112
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[0].router,numSwitch:sum,15
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[1].fifo,queueLength:max,77
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[1].fifo,queueLength:mean,42.7386
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[1].router,numSwitch:sum,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[2].fifo,queueLength:max,88
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[2].fifo,queueLength:mean,26.5058
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[2].router,numSwitch:sum,14
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[3].fifo,queueLength:max,139
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[3].fifo,queueLength:mean,78.1846
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[3].router,numSwitch:sum,17
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[4].fifo,queueLength:max,124
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[4].fifo,queueLength:mean,44.3103
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[4].router,numSwitch:sum,13
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[5].fifo,queueLength:max,154
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[5].fifo,queueLength:mean,66.2786
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[5].router,numSwitch:sum,15
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[6].fifo,queueLength:max,126
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[6].fifo,queueLength:mean,74.5381
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[6].router,numSwitch:sum,16
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[7].fifo,queueLength:max,143
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[7].fifo,queueLength:mean,89.3153
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[7].router,numSwitch:sum,12
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[8].fifo,queueLength:max,78
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[8].fifo,queueLength:mean,43.1701
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[8].router,numSwitch:sum,11
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[9].fifo,queueLength:max,138
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[9].fifo,queueLength:mean,58.7832
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[9].router,numSwitch:sum,13
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[10].fifo,queueLength:max,72
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[10].fifo,queueLength:mean,25.7281
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[10].router,numSwitch:sum,9
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[11].fifo,queueLength:max,107
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[11].fifo,queueLength:mean,29.7053
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[11].router,numSwitch:sum,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[12].fifo,queueLength:max,141
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[12].fifo,queueLength:mean,85.338
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[12].router,numSwitch:sum,15
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[13].fifo,queueLength:max,87
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[13].fifo,queueLength:mean,49.2323
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[13].router,numSwitch:sum,9
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[14].fifo,queueLength:max,78
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[14].fifo,queueLength:mean,46.4747
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[14].router,numSwitch:sum,13
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[15].fifo,queueLength:max,134
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[15].fifo,queueLength:mean,89.3676
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[15].router,numSwitch:sum,12
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[16].fifo,queueLength:max,66
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[16].fifo,queueLength:mean,21.351
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[16].router,numSwitch:sum,11
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[17].fifo,queueLength:max,182
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[17].fifo,queueLength:mean,86.9264
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[17].router,numSwitch:sum,15
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[18].fifo,queueLength:max,131
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[18].fifo,queueLength:mean,45.7989
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[18].router,numSwitch:sum,12
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[19].fifo,queueLength:max,61
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[19].fifo,queueLength:mean,23.7327
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[19].router,numSwitch:sum,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[20].fifo,queueLength:max,76
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[20].fifo,queueLength:mean,27.345
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[20].router,numSwitch:sum,9
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[21].fifo,queueLength:max,69
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[21].fifo,queueLength:mean,24.9884
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[21].router,numSwitch:sum,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[22].fifo,queueLength:max,70
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[22].fifo,queueLength:mean,43.2713
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[22].router,numSwitch:sum,12
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[23].fifo,queueLength:max,148
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[23].fifo,queueLength:mean,70.4218
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[23].router,numSwitch:sum,12
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[24].fifo,queueLength:max,135
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[24].fifo,queueLength:mean,64.8874
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[24].router,numSwitch:sum,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[25].fifo,queueLength:max,126
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[25].fifo,queueLength:mean,51.11
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[25].router,numSwitch:sum,9
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[26].fifo,queueLength:max,75
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[26].fifo,queueLength:mean,37.484
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[26].router,numSwitch:sum,13
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[27].fifo,queueLength:max,145
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[27].fifo,queueLength:mean,67.8633
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[27].router,numSwitch:sum,10
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[28].fifo,queueLength:max,222
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[28].fifo,queueLength:mean,117.198
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[28].router,numSwitch:sum,16
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[29].fifo,queueLength:max,81
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[29].fifo,queueLength:mean,26.6271
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[29].router,numSwitch:sum,14
../simulations/results//Exponential-5-S10-X50-k1-t6.sca,Exponential-355-20161215-08:39:49-5858,AerocomSystem.airCraft[30].fifo,queueLength:max,183
