File,Run,Module,Name,
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,.,X,30
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,.,k,1
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,.,switchTime,6
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,.,t,0.5
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[0].fifo,queueLength:max,540
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[0].fifo,queueLength:mean,281.609
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[0].router,numSwitch:sum,93
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[1].fifo,queueLength:max,577
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[1].fifo,queueLength:mean,308.765
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[1].router,numSwitch:sum,94
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[2].fifo,queueLength:max,624
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[2].fifo,queueLength:mean,318.199
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[2].router,numSwitch:sum,91
../simulations/results//Exponential-1-S6-X30-k1-t0.5.sca,Exponential-101-20161215-08:11:25-2503,AerocomSystem.airCraft[3].fifo,queueLength:max,607
