X,AerocomSystem.controlTower/responseTime:vector
42.651549759302,36.6641
42.672373303976,38.0846
42.689022886116,39.4491
42.886846354041,34.6707
42.893061858993,40.5597
42.942998405788,41.5579
42.947932059437,39.814
43.00956307892,38.1935
43.123959818853,37.9259
43.260209883419,37.9798
43.295085187577,37.3871
43.347030162341,39.2192
43.396953192967,41.4256
43.457077056388,40.2361
43.474500509665,39.5298
43.493142070187,38.4993
43.493420018679,38.1808
44.001493842608,38.4871
44.011145652628,36.6571
44.011409608899,37.3931
44.211953336317,37.4078
44.264772393313,36.4753
44.331166951508,40.822
44.439426445518,40.1085
44.589077867289,40.6653
44.76880440285,42.2109
44.797116011542,40.1928
44.819329113715,41.5305
44.828673142906,43.7457
44.872740067475,42.4733
44.909116069027,41.2079
44.935628752183,38.1399
44.985830438473,42.2852
44.991984464071,42.3584
45.345205697329,43.6504
45.350560583321,42.9867
45.407473343374,41.5155
45.477452913256,39.3782
45.51864649112,43.4905
45.541313278555,39.144
45.583315230094,41.837
45.774635896794,43.6527
45.790292696752,40.7328
45.88288359525,43.4663
46.071302571822,42.9633
46.116831498596,40.6978
46.159042027291,42.3572
46.272189229647,40.4817
46.367720912815,41.905
46.370886210796,38.7927
46.6830301355,43.0609
46.696536996167,40.3824
46.85881469542,41.0566
46.947148524217,39.2222
47.027434964576,45.507
47.097643691942,41.8002
47.204963799389,43.6596
47.237752804255,42.4493
47.381936505822,42.4827
47.445083686927,40.754
47.45272980891,41.52
47.517434045467,39.1974
47.640753799814,40.7405
47.731081132244,45.1219
47.84625122976,43.7805
47.995104776455,45.4325
48.124399507583,42.5604
48.13006157462,43.4945
48.171259524698,45.178
48.324880539769,45.3772
48.364571592414,44.2073
48.378770967085,45.793
48.378964777557,44.5069
48.393620987864,41.0813
48.503356935897,44.5993
48.690363668747,44.9345
48.83797934703,45.7925
48.842743777327,45.1429
48.937971932113,43.7427
49.133428063449,42.7608
49.368174382059,44.4169
49.499930067471,43.6266
49.50114621398,43.3777
49.526504812102,44.7252
49.909052233422,43.7268
49.932341310942,42.8898
49.96941628166,47.8095
50.035379546265,46.514
50.19293203075,46.1395
50.467292570894,48.8765
50.505268971115,45.5795
50.679304335544,45.752
50.724585277443,47.2237
50.870146578998,45.4724
50.915956448644,43.5404
51.104901621537,45.2758
51.372384602387,47.1676
51.664147627656,44.1089
51.695580800694,46.5151
51.713513260785,47.423
51.74866148609,46.5337
51.843106111268,47.2945
51.867642918859,45.2775
52.013696814261,47.6975
52.141043584654,48.2882
52.331432927543,47.2695
52.383949607916,45.2735
52.528363798016,47.4453
52.592534935048,49.7141
52.604225478143,48.9994
52.62282005184,44.6468
52.637450752014,43.1173
52.934701508443,50.2138
52.963229814313,44.8726
52.965324251977,45.3006
53.029252048229,49.1882
53.047802029061,47.8299
53.05451640285,45.4707
53.077322557053,45.6991
53.124269602713,47.6306
53.326208420354,47.7035
53.446471627734,51.9246
53.592209968258,51.5693
53.592417178916,49.0889
53.67442354855,47.7604
53.752604668291,48.9282
53.811335280839,49.6027
53.961754396148,46.5285
53.999857269785,48.6609
54.272795491366,49.0487
54.320709368587,49.2027
54.328876885769,45.6295
54.62609114538,51.008
54.687956402758,50.7235
54.785144196235,51.8356
54.993061705642,49.9228
55.057914945864,50.7113
55.085222102509,51.8194
55.149813258503,51.6598
55.2447441879,45.6708
55.246317180079,47.2748
55.26011295878,48.6906
55.303702020445,51.2438
55.380917157381,52.658
55.414565613979,49.5323
55.450014011023,49.9217
55.466762891539,52.8951
55.52088607898,52.4669
55.574638827822,45.0092
55.625657837862,49.6508
55.745838414253,47.8653
55.765248715675,48.6369
55.797030449983,48.8794
55.832922612005,47.7408
56.019683765619,52.2446
56.168308910535,51.3496
56.394126727116,50.6271
56.521261569016,50.4206
56.666824934201,53.5493
56.668399210248,51.2345
56.853526314833,48.9685
57.138159048354,49.0489
57.168249882482,51.1328
57.269459997518,53.5559
57.287361051641,53.7681
57.600209131714,52.2232
57.701004141382,50.0224
57.773960081563,53.4297
57.79876606456,54.2352
57.801591808261,55.5389
57.862503827504,52.4044
58.056087540112,53.243
58.058069152346,52.8013
58.126834442263,53.8027
58.228416403148,49.7922
58.423664523989,54.0769
58.544558150495,52.0798
58.602823135629,47.3022
58.742089231909,52.6123
58.799651988742,55.6956
58.808922269168,52.8836
58.850459316804,56.2532
58.868835041507,51.2076
58.933820757948,49.7871
59.12690146281,53.9278
59.168890327988,53.2085
59.221753869568,54.6244
59.270604906723,54.6495
59.28366451455,54.9733
59.305123990351,55.0162
59.405304331257,52.5699
59.462471098835,50.3817
59.492606180822,54.5984
59.630660512045,53.0033
59.739746565883,53.2138
59.859080113988,57.4491
60.096682089797,55.3327
60.11566191762,56.3009
60.278182844559,54.6926
60.280886287529,53.3164
60.351916163601,54.2989
60.356644750468,55.0584
60.46364032873,51.9321
60.515028540525,55.1752
60.64956953408,56.0529
60.849880708519,55.0937
61.002304062245,51.2909
61.007242404065,51.4052
61.046294260808,57.0694
61.615268558041,55.9383
61.687976699586,56.3075
61.721682269363,52.4605
61.725474886679,56.1273
61.775050695993,58.5154
61.92864300087,55.9928
61.999567790996,52.4239
62.01988568864,57.2542
62.084830982831,50.3946
62.351053662078,58.531
62.546174660969,58.2081
62.593229706272,56.6704
62.630103021185,55.359
62.701211107257,56.1003
62.969754035766,59.3884
62.982608805192,54.8372
63.071996247879,54.3412
63.085184263833,58.0755
63.11444699267,55.2119
63.151558936033,57.2387
63.22414652774,56.1545
63.258010940597,60.8297
63.266263610995,55.06
63.274522237403,58.5002
63.324862979557,58.6811
63.4776448396,59.4449
63.534167351731,53.7175
63.592077217821,58.1287
63.653765709507,58.6145
63.695861861779,59.5508
63.728977790695,58.5305
63.788049663916,58.7183
64.059592339345,58.5914
64.071113046107,55.4602
64.179957234826,58.5773
64.190557472241,58.7099
64.289234547631,57.2738
64.404026524301,58.6985
64.422578500654,54.7915
64.52400004395,54.7166
64.836850964108,52.8852
64.84481989766,58.1151
64.940093311189,58.8187
65.354220915232,58.4871
65.519509436578,62.7448
65.521939498603,60.5069
65.585946831998,61.145
65.611997498107,60.2545
65.638875368223,60.613
65.665715489563,57.566
65.678127136748,59.5695
65.784740655375,55.8457
65.788540704774,61.7374
65.825048495504,61.0917
65.924711631728,60.936
65.988891815298,61.768
66.052046672118,54.3707
66.197620935145,61.1339
66.31949211214,60.6516
66.324621461546,56.8589
66.463127036684,60.5022
66.503357727925,57.1238
66.538530784362,60.8192
66.682131254674,57.9982
66.722862257511,58.7248
67.387173508375,56.7544
67.785572989034,57.9934
67.801415722026,62.2091
67.927953519478,63.9427
68.04481438772,60.3236
68.219936927148,58.1734
68.347700277997,56.2209
68.356956120234,61.3824
68.65467033589,62.0326
68.677090310737,63.5352
68.677574115564,65.5992
68.854009720973,62.7788
68.91625408448,63.4244
68.940575413429,62.5598
68.988010635014,63.5653
69.034476949035,56.6121
69.045403133338,60.3004
69.109409766308,64.7824
69.177146616588,65.2115
69.189330093046,62.7978
69.275762761074,64.0286
69.329044316507,64.424
69.369140771265,62.337
69.385233261701,64.1761
69.4160858402,63.5187
69.43758382641,66.478
69.553139640824,59.867
69.63890116691,62.3691
69.68193627869,62.8197
69.964273294348,67.5297
70.094329160641,64.2932
70.123351272535,59.191
70.516717988094,63.6695
70.709521233687,59.9336
70.787492319001,64.8491
70.878520226369,63.8974
71.101671280224,63.0676
71.139917757658,60.8814
71.226706362031,67.1678
71.32245201046,68.1365
71.38467584744,64.6336
71.458493453147,66.7228
71.732675511819,62.8844
71.749052967183,68.6356
71.965726366322,67.9128
72.162952587186,64.1458
72.359574478846,65.4311
72.600028736005,64.6523
72.666139583256,66.7545
72.750327992409,65.2479
72.911808050358,61.1552
73.120699626816,63.0272
73.325232758689,67.8407
73.350551324065,66.3461
73.470104101517,66.2744
73.53575555338,66.9947
73.673610376812,63.1253
73.762872176601,61.405
73.794384426144,66.4581
73.816614998865,66.1557
74.093667398237,67.8064
74.346298904766,69.3526
74.437783971705,64.95
74.466613252179,68.8322
74.527032214741,72.0551
74.550603089256,66.4663
74.601860700866,68.9721
74.615549355587,67.8863
74.732346661144,69.8019
74.841812113649,68.8189
75.02022950095,71.5349
75.04891833929,66.3453
75.170444699001,65.2139
75.232590902333,68.5065
75.288691546479,65.3983
75.410906519424,68.3328
75.436169269947,67.3342
75.450956168765,69.5387
75.683187584525,65.6311
75.697843881781,70.131
75.765613478865,70.2061
75.964763506614,69.6957
75.972225643158,71.6197
76.024794758237,69.0567
76.067494563886,61.6698
76.069565860311,69.4552
76.107007874893,65.9227
76.282461588624,72.1003
76.400317915772,70.2449
76.481906426812,65.8382
76.510076705024,69.8555
76.658539885177,70.4885
76.777877907715,70.0458
76.778614778764,66.8238
76.834573849635,71.0623
77.097637281405,64.2811
77.131124193719,66.5737
77.152483231297,69.7756
77.184800774508,67.1705
77.374445379413,72.9785
77.485873191114,73.6678
77.487797847519,67.2308
77.574572039613,72.067
77.726306316974,67.3832
77.769264406263,72.1893
77.795419749527,70.7372
77.885952273548,68.9936
77.956798011644,69.4857
78.096593838307,66.8895
78.170469432296,68.0094
78.207364338321,71.5259
78.241733400226,74.3884
78.373921345281,66.237
78.47911837928,70.8142
78.550069236282,67.6275
78.601381872126,72.9185
78.611289293539,70.6823
78.647446003772,71.65
78.752609334854,71.9879
78.780715387246,71.8263
78.783289887934,73.6595
78.828879999745,71.1334
79.047760588898,69.0575
79.110770328057,73.2533
79.144275349592,69.8633
79.502594765842,72.379
79.529266021101,72.0805
79.728962620427,72.2866
79.748107223767,73.1946
79.865228907768,74.6612
79.960247909895,72.9183
80.016905963656,72.8448
80.026947301708,73.3591
80.082837951748,69.5096
80.314688139801,65.2356
80.651679116819,74.4351
80.709018778536,74.5214
80.902413664608,78.2067
80.954580678395,72.2129
80.962958772699,73.1296
80.966764354859,72.4508
81.042526466062,75.1086
81.181846844786,74.0828
81.277236446781,70.2241
81.427033172228,70.1848
81.470818474281,73.3798
81.531538135858,74.6331
81.765128734622,74.9382
81.900675843417,74.5898
81.909754792342,73.7956
82.041814575947,73.8185
82.141204257929,73.0369
82.317258446409,70.1825
82.389872946499,75.6803
82.502535983076,72.3195
82.549031635849,69.6154
82.686388250195,77.6603
82.748725865618,75.6367
82.874589402864,71.8093
82.892337143991,72.7023
83.113879187387,80.3819
83.237504411904,75.6874
83.271000950682,75.953
83.272597759267,76.0251
83.450493170092,76.2322
83.556505906987,78.5701
83.660783844285,71.6393
84.033165278501,75.0632
84.159699114151,79.9594
84.268122586479,71.7529
84.310040299744,75.4012
84.335578794513,76.2032
84.590068420439,78.9029
84.624255698175,75.271
84.684155765343,74.5779
84.76028477528,76.2256
84.777348974391,75.36
84.836273639676,73.6938
84.856292541526,76.8695
84.994943944992,72.8455
85.457411839579,74.9287
85.471612898197,78.4221
85.492183420086,82.294
85.570018401223,77.821
85.583743644813,78.239
85.704544457117,79.511
85.932665490447,78.4841
86.006898001816,80.7931
86.033936607113,76.7583
86.041083349544,79.0757
86.117254988381,76.6941
86.120662708789,77.8963
86.224632519323,80.9601
86.27731562239,73.5645
86.54682800334,78.6131
86.744105447549,75.9513
86.937804460742,80.9861
87.283523655215,79.8102
87.288687147352,80.1701
87.410368683246,81.0452
87.47258924586,74.2837
87.522792802405,74.4377
87.579326270663,76.8448
87.763049719774,72.1782
87.771824470557,79.3734
87.836929360413,79.1834
87.911514692522,76.3975
87.966239836476,79.5475
88.012955629498,79.7572
88.178657162603,81.3273
88.181324634563,81.1178
88.236686939902,81.1769
88.265818726347,79.5554
88.397988185713,78.9291
88.445330437676,80.8851
88.491180590133,79.6714
88.561245437281,79.0853
88.596086920439,83.3476
88.997537186085,84.6074
89.332360706369,78.7254
89.349648015861,81.8798
89.384423187364,81.7343
89.393552210416,80.4709
89.427803121172,83.4923
89.528570381975,82.0925
89.598238308712,77.6738
89.644831189194,81.1552
89.660855593432,83.3226
89.946314464279,81.6581
89.973707999114,76.0392
90.062530342902,78.8888
90.079920110971,83.6914
90.161526834167,83.9645
90.188832428349,81.6718
90.286419005964,77.5134
90.31216940651,81.6576
90.545207047774,84.7723
90.545613291269,80.2309
90.662370592259,82.6097
90.750611458197,76.0275
90.781966069676,83.5472
90.811063372211,81.8615
90.838117360238,81.3524
90.956490300647,85.5559
91.006266246817,80.4023
91.025450358646,85.1654
91.030702636821,74.6894
91.041312126355,82.2018
91.094877102396,78.5159
91.484826712583,83.975
91.537165067306,84.8122
91.734398749581,84.0549
91.845170641413,83.6699
91.914812474889,80.356
92.295078061614,82.6375
92.329551070231,85.6319
92.539505258279,83.1756
92.629875198663,83.1796
92.631337392094,77.0502
92.682209341213,83.8623
92.686014939324,83.7769
92.801071277517,86.8234
92.828130504455,84.7954
93.105038988325,86.0278
93.139700032823,84.5772
93.22061151998,80.2412
93.222640405854,84.5874
93.262534268975,83.6721
93.361636734874,87.2645
93.512594986994,84.852
93.684317587368,81.6862
93.727100548018,84.5803
93.829745708097,80.533
93.845060383406,86.1515
93.883909622706,85.2086
93.944729210603,83.9935
94.005597038517,85.9315
94.093106328113,87.1796
94.203830321759,82.5238
94.558527768155,82.641
94.589681961191,82.6368
94.681641691741,87.0223
94.768720760685,85.4769
94.841397969214,85.1091
94.852565435923,78.8814
94.901832338929,85.7601
94.936945430603,86.9918
94.991087512807,85.4191
95.198271921771,85.6435
95.291768624661,81.5123
95.381615705743,88.2138
95.46680373906,83.3593
95.718471623615,86.6343
95.906191810266,82.5526
95.94271036886,91.3112
96.133011244879,87.3027
96.16284011412,90.0138
96.481124507516,78.1085
96.487863792488,90.7728
96.544318095474,87.2573
96.590394304069,90.1247
96.645810953391,81.9156
96.816135763258,84.056
96.821113336532,84.8452
96.844230637632,86.8592
96.859760243193,87.0687
96.882638599825,89.03
96.984788723333,86.8147
97.113308673356,86.6569
97.118684822828,88.3145
97.189952475619,87.7195
97.399839555199,87.7404
97.627969125467,81.5835
97.671774321738,88.1479
97.72533619007,89.3643
97.793636665651,84.2479
98.145182590212,87.1752
98.15279650375,87.9354
98.265500537581,90.0629
98.282434786935,83.1058
98.308847527439,91.9615
98.327557246879,89.6599
98.361049665296,86.3212
98.608545763178,91.5673
98.720986010755,89.2923
98.881651664984,91.4081
98.959991765833,85.4301
98.979453357472,88.2047
99.132195366809,88.9118
99.135309968852,85.6182
99.140803074937,94.6037
99.227933305324,90.4009
99.239971824799,89.6608
99.32356641384,90.3368
99.340658224358,90.4946
99.348168710174,85.9192
99.453357464195,94.8033
99.52388746392,90.1905
99.61964623967,89.6164
99.650851014949,92.698
99.812136755716,91.5831
99.978665001767,94.1305
100.182852738129,91.8779
100.207747145916,89.7003
100.217825583066,89.3904
100.526227978448,93.4163
100.528973529055,91.4533
100.611895101274,89.7396
100.757301175781,92.4689
100.803431994796,91.2318
100.829783572825,90.9139
100.840579781602,90.3465
101.233565181526,89.1507
101.401373287098,92.9929
101.420308549759,87.8978
101.451658303442,93.3723
101.496239608977,89.9693
101.504206524506,92.1086
101.640608304405,86.2935
101.730924310506,96.7663
101.918494402924,90.9394
101.943248780553,92.5329
101.949257294908,91.2682
101.973973382845,92.7968
102.034343851701,94.1965
102.099079952216,92.5467
102.331045491754,89.7832
102.561462944256,91.885
102.665941426203,92.6598
102.746114717148,92.9949
103.094647595784,91.3844
103.292470121153,89.9227
103.482209368919,93.638
103.613479332767,94.6412
103.653356070033,93.8626
103.829647454238,95.6519
103.887713361757,87.4443
103.946687491779,93.2862
103.947996216113,88.7683
104.220572032694,94.3129
104.291197521632,94.7516
104.364473249049,93.3039
104.453919583745,99.3293
104.453945836662,90.7989
104.464744728829,90.3857
104.635520336649,86.2426
104.710776153609,94.0711
104.834045252084,99.03
104.846683135206,93.3183
104.905066037719,92.7579
104.943846792811,93.0315
104.948202657283,95.4068
104.974804115641,91.3004
104.993800530152,94.8171
104.995564962637,96.4469
105.061569297309,88.6733
105.122351041148,98.4796
105.15955709382,94.9855
105.633301401739,94.5257
105.684676310464,95.1479
105.747970264851,93.7557
105.848509289821,99.4695
106.367081981362,99.1455
106.375093659851,96.3495
106.471824460171,94.6171
106.629727740206,98.8269
106.714645695076,91.7883
106.802093393143,92.848
106.927927077771,97.2382
107.044689834413,98.2099
107.082006220753,93.2214
107.116697709824,96.047
107.275620706109,96.4698
107.394856488252,95.2703
107.422008260945,90.5241
107.423130838735,98.0459
107.51518795403,95.0273
107.672120566139,97.2834
107.832888620239,96.4566
108.052818405309,102.826
108.215283616356,96.5068
108.236531155612,95.6075
108.293958915454,100.016
108.347586373992,101.79
108.362147040705,99.9036
108.384449851591,100.738
108.46271351089,98.0895
108.659402114106,102.463
108.715723498669,97.582
108.745283861198,98.8976
108.934833103881,96.4509
108.965718325007,95.4835
109.107814769497,94.7351
109.263464027504,97.4127
109.394748644339,101.758
109.474161972208,95.2488
109.575411215632,99.1055
109.607696458894,92.6953
109.731917019502,94.7108
109.935545396079,93.2128
110.075323055862,100.014
110.135493645634,100.481
110.35397088695,91.2732
110.359329825143,99.2933
110.553638158686,100.629
110.567391772716,96.0801
110.669862720134,98.638
110.731456786131,101.936
110.847752108051,98.3793
110.876956701168,99.0275
110.893243997709,100.332
111.013103247464,100.054
111.030550990541,103.296
111.143460293556,102.126
